"@timestamp","owner.id","edge_media_preview_like.count","edge_media_to_comment.count","location.id","location.name","location.slug","taken_at_timestamp"
"Mar 14, 2020 @ 00:09:49.572",26157322,"16,749",215,561758,Merci,merci,"1,413,829,941"
"Mar 14, 2020 @ 00:09:49.571",26157322,"15,063",192,521753,"Bar du Marché","bar-du-marche","1,413,884,187"
"Mar 14, 2020 @ 00:09:49.568",26157322,"18,862",156,442332259,"New York","new-york","1,413,973,129"
"Mar 14, 2020 @ 00:09:49.565",26157322,"8,307",34,236282387,Pyramides,pyramides,"1,414,097,388"
"Mar 14, 2020 @ 00:09:49.560",26157322,"16,685",114,340195,"Jardin des Plantes","jardin-des-plantes","1,414,142,250"
"Mar 14, 2020 @ 00:09:49.559",26157322,"16,986",132,238572628,"Café Carette","cafe-carette","1,414,305,163"
"Mar 14, 2020 @ 00:09:49.558",26157322,"12,698",75,6889842,"Paris, France","paris-france","1,414,353,777"
"Mar 14, 2020 @ 00:09:49.557",26157322,"18,151",120,6889842,"Paris, France","paris-france","1,414,394,297"
"Mar 14, 2020 @ 00:09:49.556",26157322,"16,837",167,216098212,"Place des Vosges","place-des-vosges","1,414,448,266"
"Mar 14, 2020 @ 00:09:49.555",26157322,"22,744",378,3432388,"Hotel Plaza Athenee","hotel-plaza-athenee","1,414,506,403"
"Mar 14, 2020 @ 00:09:49.554",26157322,"14,908",230,224100913,"Café Saint-Régis","cafe-saint-regis","1,414,524,986"
"Mar 14, 2020 @ 00:09:49.553",26157322,"19,317",166,3432388,"Hotel Plaza Athenee","hotel-plaza-athenee","1,414,566,210"
"Mar 14, 2020 @ 00:09:49.551",26157322,"10,577",80,6889842,"Paris, France","paris-france","1,414,580,690"
"Mar 14, 2020 @ 00:09:49.549",26157322,"23,907",393,2593354,"Tour Eiffel","tour-eiffel","1,414,653,974"
"Mar 14, 2020 @ 00:09:48.244",26157322,"16,442",128,3432388,"Hotel Plaza Athenee","hotel-plaza-athenee","1,414,761,693"
"Mar 14, 2020 @ 00:09:48.242",26157322,"18,503",327,218499096,"Rue Saint-Dominique","rue-saint-dominique","1,414,958,626"
"Mar 14, 2020 @ 00:09:48.241",26157322,"20,775",269,2593354,"Tour Eiffel","tour-eiffel","1,415,089,620"
"Mar 14, 2020 @ 00:09:48.239",26157322,"16,354",169,216098212,"Place des Vosges","place-des-vosges","1,415,186,228"
"Mar 14, 2020 @ 00:09:48.238",26157322,"11,715",78,216098212,"Place des Vosges","place-des-vosges","1,415,196,731"
"Mar 14, 2020 @ 00:09:48.236",26157322,"20,371",313,816744,"La Terrasse Du Printemps","la-terrasse-du-printemps","1,415,288,977"
"Mar 14, 2020 @ 00:09:48.235",26157322,"15,474",338,234475567,"Ladurée Bonaparte","laduree-bonaparte","1,415,361,559"
"Mar 14, 2020 @ 00:09:48.233",26157322,"18,585",206,6889842,"Paris, France","paris-france","1,415,370,735"
"Mar 14, 2020 @ 00:09:48.232",26157322,"8,608",319,6889842,"Paris, France","paris-france","1,415,379,823"
"Mar 14, 2020 @ 00:09:48.230",26157322,"23,602",197,6889842,"Paris, France","paris-france","1,415,444,796"
"Mar 14, 2020 @ 00:09:48.229",26157322,"16,117",251,2284126,"Café Pouchkine","cafe-pouchkine","1,415,547,478"
"Mar 14, 2020 @ 00:09:48.228",26157322,"14,955",144,212906330,"Place de l'Opéra","place-de-lopera","1,415,709,021"
"Mar 14, 2020 @ 00:09:48.227",26157322,"15,683",199,6889842,"Paris, France","paris-france","1,415,784,400"
"Mar 14, 2020 @ 00:09:48.226",26157322,"19,458",203,213338016,"Place Charles de Gaulle","place-charles-de-gaulle","1,415,866,582"
"Mar 14, 2020 @ 00:09:48.225",26157322,"15,345",112,213338016,"Place Charles de Gaulle","place-charles-de-gaulle","1,415,878,813"
"Mar 14, 2020 @ 00:09:48.224",26157322,"19,582",295,6889842,"Paris, France","paris-france","1,415,896,154"
"Mar 14, 2020 @ 00:09:48.223",26157322,"18,852",130,225302016,"Le Marais - Paris 3ème","le-marais-paris-3eme","1,415,949,104"
"Mar 14, 2020 @ 00:09:48.222",26157322,"7,548",61,6889842,"Paris, France","paris-france","1,415,970,921"
"Mar 14, 2020 @ 00:09:48.221",26157322,"19,920",138,355161506,"Quais Bourbon","quais-bourbon","1,416,060,046"
"Mar 14, 2020 @ 00:09:48.219",26157322,"8,090",57,6889842,"Paris, France","paris-france","1,416,071,653"
"Mar 14, 2020 @ 00:09:48.212",26157322,"27,316",463,2593354,"Tour Eiffel","tour-eiffel","1,416,228,303"
"Mar 14, 2020 @ 00:09:48.211",26157322,"19,713",188,470868558,"Pont Louis Philippe","pont-louis-philippe","1,416,421,833"
"Mar 14, 2020 @ 00:09:48.210",26157322,"12,444",163,254663929,"Quai de Conti","quai-de-conti","1,416,497,592"
"Mar 14, 2020 @ 00:09:48.209",26157322,"18,746",239,3074058,"La Cuisine Paris","la-cuisine-paris","1,416,583,116"
"Mar 14, 2020 @ 00:09:48.208",26157322,"13,344",111,238572628,"Café Carette","cafe-carette","1,416,654,801"
"Mar 14, 2020 @ 00:09:48.207",26157322,"17,547",190,213094275,"Stockholm, Sweden","stockholm-sweden","1,417,016,386"
"Mar 14, 2020 @ 00:09:48.206",26157322,"15,303",331,213094275,"Stockholm, Sweden","stockholm-sweden","1,417,092,642"
"Mar 14, 2020 @ 00:09:48.205",26157322,"4,994",32,213094275,"Stockholm, Sweden","stockholm-sweden","1,417,121,350"
"Mar 14, 2020 @ 00:09:48.204",26157322,"13,722",70,6889842,"Paris, France","paris-france","1,417,178,898"
"Mar 14, 2020 @ 00:09:48.203",26157322,"16,070",133,6889842,"Paris, France","paris-france","1,417,352,404"
"Mar 14, 2020 @ 00:09:48.202",26157322,"16,086",141,213173269,"Quartier Le Marais, Paris","quartier-le-marais-paris","1,417,440,549"
"Mar 14, 2020 @ 00:09:48.200",26157322,"10,713",79,6889842,"Paris, France","paris-france","1,417,526,973"
"Mar 14, 2020 @ 00:09:48.199",26157322,"16,488",288,254663929,"Quai de Conti","quai-de-conti","1,417,769,462"
"Mar 14, 2020 @ 00:09:48.196",26157322,"11,769",72,6889842,"Paris, France","paris-france","1,417,953,936"
"Mar 14, 2020 @ 00:09:48.195",26157322,"11,818",70,153429196,Holybelly,holybelly,"1,417,981,995"
"Mar 14, 2020 @ 00:09:48.194",26157322,"12,712",81,240033388,"Île de la Cité","ile-de-la-cite","1,418,052,028"
"Mar 14, 2020 @ 00:09:48.193",26157322,"9,385",36,213912489,"Prince de Galles, a Luxury Collection Hotel, Paris","prince-de-galles-a-luxury-collection-hotel-paris","1,418,145,601"
"Mar 14, 2020 @ 00:09:48.192",26157322,"16,482",145,319084283,"Les Marais District, Paris","les-marais-district-paris","1,418,197,037"
"Mar 14, 2020 @ 00:09:48.191",26157322,"17,153",266,561758,Merci,merci,"1,418,222,499"
"Mar 14, 2020 @ 00:09:48.189",26157322,"21,616",353,6889842,"Paris, France","paris-france","1,418,288,280"
"Mar 14, 2020 @ 00:09:48.188",26157322,"12,533",55,213173269,"Quartier Le Marais, Paris","quartier-le-marais-paris","1,418,385,766"
"Mar 14, 2020 @ 00:09:48.187",26157322,"14,163",153,1703041,"Four Seasons Hotel George V Paris","four-seasons-hotel-george-v-paris","1,418,472,764"
"Mar 14, 2020 @ 00:09:48.186",26157322,"23,338",196,1703041,"Four Seasons Hotel George V Paris","four-seasons-hotel-george-v-paris","1,418,544,448"
"Mar 14, 2020 @ 00:09:46.755",26157322,"14,681",115,214118792,"Saint-Germain-des-Prés","saint-germain-des-pres","1,418,628,371"
"Mar 14, 2020 @ 00:09:46.754",26157322,"16,300",177,225751404,"River Siene","river-siene","1,418,772,444"
"Mar 14, 2020 @ 00:09:46.753",26157322,"13,312",188,275052741,"Charles de Gaulle Airport","charles-de-gaulle-airport","1,418,812,895"
"Mar 14, 2020 @ 00:09:46.752",26157322,"14,266",166,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,418,884,992"
"Mar 14, 2020 @ 00:09:46.751",26157322,"13,662",88,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,418,901,343"
"Mar 14, 2020 @ 00:09:46.749",26157322,"10,934",81,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,418,917,388"
"Mar 14, 2020 @ 00:09:46.748",26157322,"12,532",119,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,418,943,015"
"Mar 14, 2020 @ 00:09:46.747",26157322,"10,676",103,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,418,959,139"
"Mar 14, 2020 @ 00:09:46.746",26157322,"11,531",60,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,418,972,228"
"Mar 14, 2020 @ 00:09:46.745",26157322,"9,392",55,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,418,994,099"
"Mar 14, 2020 @ 00:09:46.744",26157322,"12,112",95,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,419,033,316"
"Mar 14, 2020 @ 00:09:46.743",26157322,"13,293",80,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,419,048,970"
"Mar 14, 2020 @ 00:09:46.742",26157322,"10,290",47,222543116,"Nusa Dua","nusa-dua","1,419,059,678"
"Mar 14, 2020 @ 00:09:46.740",26157322,"15,768",105,222543116,"Nusa Dua","nusa-dua","1,419,075,817"
"Mar 14, 2020 @ 00:09:46.739",26157322,"12,449",135,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,419,114,281"
"Mar 14, 2020 @ 00:09:46.738",26157322,"13,301",73,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,419,130,964"
"Mar 14, 2020 @ 00:09:46.737",26157322,"21,983",154,213007644,"Le Bon Marché Rive Gauche","le-bon-marche-rive-gauche","1,419,148,544"
"Mar 14, 2020 @ 00:09:46.736",26157322,"11,691",83,481646200,"Rose Bakery - Tea Room au le Bon Marché","rose-bakery-tea-room-au-le-bon-marche","1,419,154,874"
"Mar 14, 2020 @ 00:09:46.735",26157322,"17,444",124,1346167,"Église Saint-Sulpice","eglise-saint-sulpice","1,419,164,140"
"Mar 14, 2020 @ 00:09:46.734",26157322,"9,936",58,164575449,"Fondation Cafe","fondation-cafe","1,419,198,072"
"Mar 14, 2020 @ 00:09:46.733",26157322,"17,856",292,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,419,211,725"
"Mar 14, 2020 @ 00:09:46.732",26157322,"12,782",112,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,419,240,613"
"Mar 14, 2020 @ 00:09:46.731",26157322,"14,823",140,5590912,"Suluban Beach","suluban-beach","1,419,250,099"
"Mar 14, 2020 @ 00:09:46.730",26157322,"12,136",64,5590912,"Suluban Beach","suluban-beach","1,419,288,097"
"Mar 14, 2020 @ 00:09:46.728",26157322,"10,630",117,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,419,301,090"
"Mar 14, 2020 @ 00:09:46.727",26157322,"10,321",58,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,419,312,874"
"Mar 14, 2020 @ 00:09:46.726",26157322,"12,080",75,5590912,"Suluban Beach","suluban-beach","1,419,337,292"
"Mar 14, 2020 @ 00:09:46.725",26157322,"15,178",83,222543116,"Nusa Dua","nusa-dua","1,419,381,006"
"Mar 14, 2020 @ 00:09:46.724",26157322,"15,597",118,250242420,"The Coffee Library","the-coffee-library","1,419,404,240"
"Mar 14, 2020 @ 00:09:46.723",26157322,"10,682",77,222543116,"Nusa Dua","nusa-dua","1,419,457,215"
"Mar 14, 2020 @ 00:09:46.722",26157322,"10,498",37,5590912,"Suluban Beach","suluban-beach","1,419,488,833"
"Mar 14, 2020 @ 00:09:46.721",26157322,"11,940",88,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,419,502,713"
"Mar 14, 2020 @ 00:09:46.720",26157322,"11,988",67,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,419,542,170"
"Mar 14, 2020 @ 00:09:46.719",26157322,"10,639",28,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,419,562,016"
"Mar 14, 2020 @ 00:09:46.718",26157322,"12,647",55,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,419,574,560"
"Mar 14, 2020 @ 00:09:46.717",26157322,"14,036",137,213011753,"Sydney, Australia","sydney-australia","1,419,594,455"
"Mar 14, 2020 @ 00:09:46.716",26157322,"13,929",68,522157385,"North Avoca Beach","north-avoca-beach","1,419,626,827"
"Mar 14, 2020 @ 00:09:46.715",26157322,"12,469",50,522157385,"North Avoca Beach","north-avoca-beach","1,419,654,444"
"Mar 14, 2020 @ 00:09:46.712",26157322,"17,080",111,834922,"Norah Head Lighthouse","norah-head-lighthouse","1,419,746,210"
"Mar 14, 2020 @ 00:09:46.711",26157322,"11,965",50,374582812,"North Avoca, New South Wales","north-avoca-new-south-wales","1,419,771,099"
"Mar 14, 2020 @ 00:09:46.710",26157322,"12,493",64,374582812,"North Avoca, New South Wales","north-avoca-new-south-wales","1,419,808,125"
"Mar 14, 2020 @ 00:09:46.709",26157322,"11,839",40,834922,"Norah Head Lighthouse","norah-head-lighthouse","1,419,827,520"
"Mar 14, 2020 @ 00:09:46.708",26157322,"11,494",69,374582812,"North Avoca, New South Wales","north-avoca-new-south-wales","1,419,837,802"
"Mar 14, 2020 @ 00:09:46.707",26157322,"10,246",29,217095387,"The Mulia, Mulia Resort & Villas, Bali","the-mulia-mulia-resort-villas-bali","1,419,852,143"
"Mar 14, 2020 @ 00:09:46.705",26157322,"9,870",58,217899427,"Terrigal, New South Wales, Australia","terrigal-new-south-wales-australia","1,419,916,388"
"Mar 14, 2020 @ 00:09:46.704",26157322,"14,136",70,147681,"Tamarama Beach","tamarama-beach","1,419,946,250"
"Mar 14, 2020 @ 00:09:46.703",26157322,"13,756",88,298720,"Gordon's Bay","gordons-bay","1,419,973,487"
"Mar 14, 2020 @ 00:09:46.702",26157322,"14,748",81,278635792378,"Bondi Icebergs Club","bondi-icebergs-club","1,419,992,659"
"Mar 14, 2020 @ 00:09:45.299",26157322,"10,190",38,3063537,"Milk Beach","milk-beach","1,420,046,172"
"Mar 14, 2020 @ 00:09:45.298",26157322,"13,362",68,147681,"Tamarama Beach","tamarama-beach","1,420,065,962"
"Mar 14, 2020 @ 00:09:45.297",26157322,"13,673",55,147681,"Tamarama Beach","tamarama-beach","1,420,100,069"
"Mar 14, 2020 @ 00:09:45.295",26157322,"14,591",91,298720,"Gordon's Bay","gordons-bay","1,420,150,820"
"Mar 14, 2020 @ 00:09:45.294",26157322,"15,586",83,147681,"Tamarama Beach","tamarama-beach","1,420,168,810"
"Mar 14, 2020 @ 00:09:45.293",26157322,"16,217",162,256718697,"The Boathouse Balmoral","the-boathouse-balmoral","1,420,190,656"
"Mar 14, 2020 @ 00:09:45.292",26157322,"14,636",120,278635792378,"Bondi Icebergs Club","bondi-icebergs-club","1,420,204,630"
"Mar 14, 2020 @ 00:09:45.291",26157322,"17,156",199,472261688,"A Loft Story","a-loft-story","1,420,231,902"
"Mar 14, 2020 @ 00:09:45.289",26157322,"17,814",202,215011358,"Newtown, New South Wales","newtown-new-south-wales","1,420,317,103"
"Mar 14, 2020 @ 00:09:45.287",26157322,"14,909",132,154087623,"Brewtown Newtown","brewtown-newtown","1,420,342,531"
"Mar 14, 2020 @ 00:09:45.285",26157322,"9,750",45,236786385,"The Rose Garden, Royal Botanic Gardens","the-rose-garden-royal-botanic-gardens","1,420,404,464"
"Mar 14, 2020 @ 00:09:45.284",26157322,"14,916",103,215011358,"Newtown, New South Wales","newtown-new-south-wales","1,420,423,124"
"Mar 14, 2020 @ 00:09:45.282",26157322,"14,153",88,1542609,"Porch and Parlour","porch-and-parlour","1,420,440,590"
"Mar 14, 2020 @ 00:09:45.281",26157322,"15,434",110,11445716,"The Grounds of Alexandria","the-grounds-of-alexandria","1,420,457,562"
"Mar 14, 2020 @ 00:09:45.280",26157322,"14,290",83,278635792378,"Bondi Icebergs Club","bondi-icebergs-club","1,420,490,374"
"Mar 14, 2020 @ 00:09:45.279",26157322,"21,035",206,11445716,"The Grounds of Alexandria","the-grounds-of-alexandria","1,420,524,805"
"Mar 14, 2020 @ 00:09:45.278",26157322,"11,990",68,11445716,"The Grounds of Alexandria","the-grounds-of-alexandria","1,420,575,555"
"Mar 14, 2020 @ 00:09:45.277",26157322,"14,243",57,2112249,"Sydney Opera House","sydney-opera-house","1,420,603,414"
"Mar 14, 2020 @ 00:09:45.276",26157322,"12,997",117,214113954,"Bread & Circus Wholefoods Canteen","bread-circus-wholefoods-canteen","1,420,631,625"
"Mar 14, 2020 @ 00:09:45.273",26157322,"12,881",53,11445716,"The Grounds of Alexandria","the-grounds-of-alexandria","1,420,727,471"
"Mar 14, 2020 @ 00:09:45.272",26157322,"9,093",52,147681,"Tamarama Beach","tamarama-beach","1,420,799,071"
"Mar 14, 2020 @ 00:09:45.270",26157322,"9,090",52,147681,"Tamarama Beach","tamarama-beach","1,421,068,044"
"Mar 14, 2020 @ 00:09:45.268",26157322,"10,312",80,214113954,"Bread & Circus Wholefoods Canteen","bread-circus-wholefoods-canteen","1,421,089,332"
"Mar 14, 2020 @ 00:09:45.266",26157322,"16,377",95,11445716,"The Grounds of Alexandria","the-grounds-of-alexandria","1,421,146,047"
"Mar 14, 2020 @ 00:09:45.265",26157322,"15,796",105,152907,"Place Victor Hugo","place-victor-hugo","1,421,168,491"
"Mar 14, 2020 @ 00:09:45.264",26157322,"17,406",218,1012649,"The Royal Botanic Garden, Sydney","the-royal-botanic-garden-sydney","1,421,182,256"
"Mar 14, 2020 @ 00:09:45.263",26157322,"11,399",37,220775609,"Blu Horizon Bar, Shangri-La Hotel, Sydney","blu-horizon-bar-shangri-la-hotel-sydney","1,421,217,226"
"Mar 14, 2020 @ 00:09:45.262",26157322,"17,564",133,11445716,"The Grounds of Alexandria","the-grounds-of-alexandria","1,421,254,455"
"Mar 14, 2020 @ 00:09:45.260",26157322,"17,008",110,147681,"Tamarama Beach","tamarama-beach","1,421,299,297"
"Mar 14, 2020 @ 00:09:45.258",26157322,"15,904",179,278635792378,"Bondi Icebergs Club","bondi-icebergs-club","1,421,354,555"
"Mar 14, 2020 @ 00:09:45.257",26157322,"10,330",52,147681,"Tamarama Beach","tamarama-beach","1,421,388,903"
"Mar 14, 2020 @ 00:09:45.256",26157322,"15,173",94,298720,"Gordon's Bay","gordons-bay","1,421,410,482"
"Mar 14, 2020 @ 00:09:45.255",26157322,"13,571",46,50178,"Bronte Beach","bronte-beach","1,421,478,413"
"Mar 14, 2020 @ 00:09:45.253",26157322,"14,764",68,256718697,"The Boathouse Balmoral","the-boathouse-balmoral","1,421,511,177"
"Mar 14, 2020 @ 00:09:45.252",26157322,"13,172",73,298720,"Gordon's Bay","gordons-bay","1,421,572,360"
"Mar 14, 2020 @ 00:09:45.251",26157322,"29,500",377,11445716,"The Grounds of Alexandria","the-grounds-of-alexandria","1,421,588,851"
"Mar 14, 2020 @ 00:09:45.250",26157322,"20,856",130,213011753,"Sydney, Australia","sydney-australia","1,421,646,059"
"Mar 14, 2020 @ 00:09:45.249",26157322,"12,532",72,6889842,"Paris, France","paris-france","1,421,687,733"
"Mar 14, 2020 @ 00:09:45.248",26157322,"19,026",154,237527034,"Pont de Sully","pont-de-sully","1,421,734,233"
"Mar 14, 2020 @ 00:09:45.247",26157322,"18,485",180,6889842,"Paris, France","paris-france","1,421,833,260"
"Mar 14, 2020 @ 00:09:45.246",26157322,"18,738",456,33227,"Rue Cler","rue-cler","1,421,850,903"
"Mar 14, 2020 @ 00:09:43.885",26157322,"13,540",61,6889842,"Paris, France","paris-france","1,421,916,282"
"Mar 14, 2020 @ 00:09:43.884",26157322,"18,035",163,1733296,"Les Vedettes du Pont-Neuf","les-vedettes-du-pont-neuf","1,421,943,475"
"Mar 14, 2020 @ 00:09:43.883",26157322,"16,722",99,240033388,"Île de la Cité","ile-de-la-cite","1,422,002,276"
"Mar 14, 2020 @ 00:09:43.882",26157322,"18,631",142,214354723,"Place Dauphine","place-dauphine","1,422,124,793"
"Mar 14, 2020 @ 00:09:43.881",26157322,"10,370",55,6889842,"Paris, France","paris-france","1,422,192,206"
"Mar 14, 2020 @ 00:09:43.879",26157322,"20,821",136,1856538,"Pont Louis-Philippe","pont-louis-philippe","1,422,219,443"
"Mar 14, 2020 @ 00:09:43.878",26157322,"11,185",125,95111,"Musée Rodin","musee-rodin","1,422,285,578"
"Mar 14, 2020 @ 00:09:43.877",26157322,"7,379",32,95111,"Musée Rodin","musee-rodin","1,422,287,640"
"Mar 14, 2020 @ 00:09:43.876",26157322,"9,975",95,95111,"Musée Rodin","musee-rodin","1,422,291,402"
"Mar 14, 2020 @ 00:09:43.875",26157322,"10,277",108,95111,"Musée Rodin","musee-rodin","1,422,301,873"
"Mar 14, 2020 @ 00:09:43.874",26157322,"12,401",154,95111,"Musée Rodin","musee-rodin","1,422,312,100"
"Mar 14, 2020 @ 00:09:43.872",26157322,"10,432",57,6889842,"Paris, France","paris-france","1,422,365,060"
"Mar 14, 2020 @ 00:09:43.871",26157322,"13,643",119,14389925,"Grand Palais","grand-palais","1,422,372,492"
"Mar 14, 2020 @ 00:09:43.870",26157322,"11,314",138,14389925,"Grand Palais","grand-palais","1,422,381,432"
"Mar 14, 2020 @ 00:09:43.869",26157322,"12,606",50,14389925,"Grand Palais","grand-palais","1,422,399,630"
"Mar 14, 2020 @ 00:09:43.868",26157322,"15,750",88,912612,"Rue du Louvre","rue-du-louvre","1,422,444,425"
"Mar 14, 2020 @ 00:09:43.867",26157322,"12,790",602,912612,"Rue du Louvre","rue-du-louvre","1,422,455,322"
"Mar 14, 2020 @ 00:09:43.865",26157322,"23,479",470,6889842,"Paris, France","paris-france","1,422,516,270"
"Mar 14, 2020 @ 00:09:43.864",26157322,"13,751",114,1329853,"La Caféothèque","la-cafeotheque","1,422,533,639"
"Mar 14, 2020 @ 00:09:43.863",26157322,"16,833",169,683630,"Musée du Louvre","musee-du-louvre","1,422,553,747"
"Mar 14, 2020 @ 00:09:43.862",26157322,"11,138",64,95111,"Musée Rodin","musee-rodin","1,422,601,080"
"Mar 14, 2020 @ 00:09:43.861",26157322,"28,746",629,5314167,"Rue de Castiglione","rue-de-castiglione","1,422,616,005"
"Mar 14, 2020 @ 00:09:43.860",26157322,"8,107",44,1695801,"Palais de Tokyo","palais-de-tokyo","1,422,711,209"
"Mar 14, 2020 @ 00:09:43.858",26157322,"24,808",275,1695801,"Palais de Tokyo","palais-de-tokyo","1,422,785,421"
"Mar 14, 2020 @ 00:09:43.857",26157322,"14,671",94,6889842,"Paris, France","paris-france","1,422,809,268"
"Mar 14, 2020 @ 00:09:43.856",26157322,"21,002",229,3432388,"Hotel Plaza Athenee","hotel-plaza-athenee","1,422,864,631"
"Mar 14, 2020 @ 00:09:43.855",26157322,"16,364",113,1974792,"Rue Pierre Charron","rue-pierre-charron","1,422,914,170"
"Mar 14, 2020 @ 00:09:43.854",26157322,"17,762",100,104524,"Place Vendôme","place-vendome","1,422,961,014"
"Mar 14, 2020 @ 00:09:43.853",26157322,"18,249",248,1733296,"Les Vedettes du Pont-Neuf","les-vedettes-du-pont-neuf","1,422,992,512"
"Mar 14, 2020 @ 00:09:43.852",26157322,"17,034",124,6889842,"Paris, France","paris-france","1,423,042,086"
"Mar 14, 2020 @ 00:09:43.850",26157322,"8,867",48,6889842,"Paris, France","paris-france","1,423,153,190"
"Mar 14, 2020 @ 00:09:43.849",26157322,"20,227",265,244481994,"Jardin du Palais-Royal","jardin-du-palais-royal","1,423,218,645"
"Mar 14, 2020 @ 00:09:43.847",26157322,"18,047",139,218949217,"Institut du monde arabe","institut-du-monde-arabe","1,423,327,559"
"Mar 14, 2020 @ 00:09:43.846",26157322,"15,726",119,343545990,"Rue des Francs-Bourgeois","rue-des-francs-bourgeois","1,423,388,387"
"Mar 14, 2020 @ 00:09:43.845",26157322,"22,936",228,2960501,"Passerelle Debilly","passerelle-debilly","1,423,409,360"
"Mar 14, 2020 @ 00:09:43.842",26157322,"9,561",160,857263,"Le Meurice","le-meurice","1,423,523,349"
"Mar 14, 2020 @ 00:09:43.841",26157322,"18,810",140,214354723,"Place Dauphine","place-dauphine","1,423,584,438"
"Mar 14, 2020 @ 00:09:43.840",26157322,"11,291",90,217651355,"Jardin des Serres d'Auteuil","jardin-des-serres-dauteuil","1,423,598,215"
"Mar 14, 2020 @ 00:09:43.839",26157322,"16,257",121,244481994,"Jardin du Palais-Royal","jardin-du-palais-royal","1,423,661,651"
"Mar 14, 2020 @ 00:09:43.838",26157322,"18,988",287,239486,"Jardin du Luxembourg","jardin-du-luxembourg","1,423,681,528"
"Mar 14, 2020 @ 00:09:43.837",26157322,"11,577",70,6889842,"Paris, France","paris-france","1,423,749,805"
"Mar 14, 2020 @ 00:09:43.835",26157322,"14,119",78,244481994,"Jardin du Palais-Royal","jardin-du-palais-royal","1,423,812,191"
"Mar 14, 2020 @ 00:09:43.834",26157322,"13,077",102,95111,"Musée Rodin","musee-rodin","1,423,843,399"
"Mar 14, 2020 @ 00:09:43.831",26157322,"16,433",187,6889842,"Paris, France","paris-france","1,423,908,500"
"Mar 14, 2020 @ 00:09:42.442",26157322,"18,850",235,261597837,"Rue De Montessuy","rue-de-montessuy","1,423,929,522"
"Mar 14, 2020 @ 00:09:42.441",26157322,"14,580",113,244481994,"Jardin du Palais-Royal","jardin-du-palais-royal","1,423,995,162"
"Mar 14, 2020 @ 00:09:42.440",26157322,"19,739",192,9473359,"Rue saint-sulpice","rue-saint-sulpice","1,424,040,046"
"Mar 14, 2020 @ 00:09:42.439",26157322,"13,560",88,6889842,"Paris, France","paris-france","1,424,095,452"
"Mar 14, 2020 @ 00:09:42.438",26157322,"11,456",44,2960501,"Passerelle Debilly","passerelle-debilly","1,424,118,022"
"Mar 14, 2020 @ 00:09:42.437",26157322,"14,322",94,6562125,"Rue de Picardie","rue-de-picardie","1,424,154,783"
"Mar 14, 2020 @ 00:09:42.436",26157322,"9,495",76,6889842,"Paris, France","paris-france","1,424,180,320"
"Mar 14, 2020 @ 00:09:42.435",26157322,"17,814",164,214354723,"Place Dauphine","place-dauphine","1,424,200,447"
"Mar 14, 2020 @ 00:09:42.434",26157322,"9,061",63,1116190,LANVIN,lanvin,"1,424,265,860"
"Mar 14, 2020 @ 00:09:42.433",26157322,"18,339",198,2960501,"Passerelle Debilly","passerelle-debilly","1,424,301,041"
"Mar 14, 2020 @ 00:09:42.432",26157322,"14,483",230,428782,"Ladurée Bonaparte","laduree-bonaparte","1,424,347,271"
"Mar 14, 2020 @ 00:09:42.431",26157322,"15,814",103,404137330,Dior,dior,"1,424,413,652"
"Mar 14, 2020 @ 00:09:42.430",26157322,"21,406",236,501880,"La Tour d'Argent Paris","la-tour-dargent-paris","1,424,447,364"
"Mar 14, 2020 @ 00:09:42.429",26157322,"13,080",223,562751351,"Paris Orly","paris-orly","1,424,498,352"
"Mar 14, 2020 @ 00:09:42.428",26157322,"16,123",85,1241986,"Borough Market","borough-market","1,424,516,384"
